SA609X2XB00426.A96149A.R04.C65,SA609X2XB00426.A96149A.R05.C12,SA609X2XB00426.A96149A.R05.C14,SA609X2XB00426.A96149A.R05.C17,SA609X2XB00426.A96149A.R05.C18,SA609X2XB00426.A96149A.R05.C20,SA609X2XB00426.A96149A.R05.C22,SA609X2XB00426.A96149A.R05.C42,SA609X2XB00426.A96149A.R05.C49,SA609X2XB00426.A96149A.R05.C55,SA609X2XB00426.A96149A.R05.C56,SA609X2XB00426.A96149A.R05.C62,SA609X2XB00426.A96149A.R06.C18,SA609X2XB00426.A96149A.R06.C22,SA609X2XB00426.A96149A.R06.C26,SA609X2XB00426.A96149A.R06.C27,SA609X2XB00426.A96149A.R06.C30,SA609X2XB00426.A96149A.R07.C09,SA609X2XB00426.A96149A.R08.C12,SA609X2XB00426.A96149A.R08.C13,SA609X2XB00426.A96149A.R08.C15,SA609X2XB00426.A96149A.R08.C18,SA609X2XB00426.A96149A.R08.C19,SA609X2XB00426.A96149A.R08.C23,SA609X2XB00426.A96149A.R08.C24,SA609X2XB00426.A96149A.R08.C29,SA609X2XB00426.A96149A.R08.C32,SA609X2XB00426.A96149A.R08.C41,SA609X2XB00426.A96149A.R08.C43,SA609X2XB00426.A96149A.R08.C45,SA609X2XB00426.A96149A.R08.C52,SA609X2XB00426.A96149A.R08.C59,SA609X2XB00426.A96149A.R08.C61,SA609X2XB00426.A96149A.R08.C63,SA609X2XB00426.A96149A.R09.C08,SA609X2XB00426.A96149A.R09.C13,SA609X2XB00426.A96149A.R09.C15,SA609X2XB00426.A96149A.R09.C17,SA609X2XB00426.A96149A.R09.C18,SA609X2XB00426.A96149A.R09.C21,SA609X2XB00426.A96149A.R09.C24,SA609X2XB00426.A96149A.R09.C25,SA609X2XB00426.A96149A.R09.C28,SA609X2XB00426.A96149A.R09.C30,SA609X2XB00426.A96149A.R09.C31,SA609X2XB00426.A96149A.R09.C39,SA609X2XB00426.A96149A.R09.C48,SA609X2XB00426.A96149A.R09.C51,SA609X2XB00426.A96149A.R10.C10,SA609X2XB00426.A96149A.R10.C13,SA609X2XB00426.A96149A.R10.C16,SA609X2XB00426.A96149A.R10.C17,SA609X2XB00426.A96149A.R10.C19,SA609X2XB00426.A96149A.R10.C22,SA609X2XB00426.A96149A.R10.C23,SA609X2XB00426.A96149A.R10.C25,SA609X2XB00426.A96149A.R10.C26,SA609X2XB00426.A96149A.R10.C27,SA609X2XB00426.A96149A.R10.C29,SA609X2XB00426.A96149A.R10.C30,SA609X2XB00426.A96149A.R10.C31,SA609X2XB00426.A96149A.R10.C32,SA609X2XB00426.A96149A.R10.C33,SA609X2XB00426.A96149A.R10.C35,SA609X2XB00426.A96149A.R10.C37,SA609X2XB00426.A96149A.R10.C44,SA609X2XB00426.A96149A.R10.C47,SA609X2XB00426.A96149A.R10.C48,SA609X2XB00426.A96149A.R10.C51,SA609X2XB00426.A96149A.R10.C54,SA609X2XB00426.A96149A.R11.C14,SA609X2XB00426.A96149A.R11.C15,SA609X2XB00426.A96149A.R11.C18,SA609X2XB00426.A96149A.R11.C36,SA609X2XB00426.A96149A.R11.C37,SA609X2XB00426.A96149A.R11.C48,SA609X2XB00426.A96149A.R11.C53,SA609X2XB00426.A96149A.R11.C54,SA609X2XB00426.A96149A.R11.C56,SA609X2XB00426.A96149A.R11.C57,SA609X2XB00426.A96149A.R11.C58,SA609X2XB00426.A96149A.R11.C60,SA609X2XB00426.A96149A.R11.C63,SA609X2XB00426.A96149A.R11.C64,SA609X2XB00426.A96149A.R11.C70,SA609X2XB00426.A96149A.R12.C12,SA609X2XB00426.A96149A.R12.C15,SA609X2XB00426.A96149A.R12.C16,SA609X2XB00426.A96149A.R12.C19,SA609X2XB00426.A96149A.R12.C20,SA609X2XB00426.A96149A.R12.C22,SA609X2XB00426.A96149A.R12.C23,SA609X2XB00426.A96149A.R12.C31,SA609X2XB00426.A96149A.R12.C40,SA609X2XB00426.A96149A.R12.C44,SA609X2XB00426.A96149A.R12.C45,SA609X2XB00426.A96149A.R12.C50,SA609X2XB00426.A96149A.R12.C52,SA609X2XB00426.A96149A.R12.C53,SA609X2XB00426.A96149A.R12.C55
1_154000001_154500000,4,4,4,11,6,4,4,4,6,3,4,5,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,3,4,4,3,4,4,5,5,4,4,4,4,4,4,4,3,4,3,4,3,3,4,4,4,4,4,4,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,2,3,4
1_154500001_155000000,4,4,4,11,6,4,4,4,6,3,4,5,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,3,4,4,3,4,4,5,5,4,4,4,4,4,4,4,3,4,3,4,3,3,4,4,4,4,4,4,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,2,3,4
1_155000001_155500000,4,4,4,11,6,4,4,4,6,3,4,5,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,3,4,4,3,4,4,5,5,4,4,4,4,4,4,4,3,4,3,4,3,3,4,4,4,4,4,4,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,2,3,4
1_15500001_16000000,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3
1_156000001_156500000,9,9,9,11,10,9,9,9,9,7,10,5,9,8,9,9,8,10,8,8,9,8,10,9,9,8,10,10,8,8,9,8,9,9,9,8,9,11,7,9,9,8,9,8,11,8,9,10,9,11,9,8,9,7,8,7,9,8,8,9,10,8,9,9,10,10,9,9,9,9,9,9,9,11,9,9,9,9,8,9,9,8,11,8,8,9,9,9,7,9,9,7,9,9,10,9,7,7,9,9
1_156500001_157000000,9,9,9,11,10,9,9,9,9,7,10,5,9,8,9,9,8,10,8,8,9,8,10,9,9,8,10,10,8,8,9,8,9,9,9,8,9,11,7,9,9,8,9,8,11,8,9,10,9,11,9,8,9,7,8,7,9,8,8,9,10,8,9,9,10,10,9,9,9,9,9,9,9,11,9,9,9,9,8,9,9,8,11,8,8,9,9,9,7,9,9,7,9,9,10,9,7,7,9,9
1_157000001_157500000,9,9,9,11,10,9,9,9,9,7,10,5,9,8,9,9,8,10,8,8,9,8,10,9,9,8,10,10,8,8,9,8,9,9,9,8,9,11,7,9,9,8,9,8,11,8,9,10,9,11,9,8,9,7,8,7,9,8,8,9,10,8,9,9,10,10,9,9,9,9,9,9,9,11,9,9,9,9,8,9,9,8,11,8,8,9,9,9,7,9,9,7,9,9,10,9,7,7,9,9
1_157500001_158000000,9,9,9,11,10,9,9,9,9,7,10,5,9,8,9,9,8,10,8,8,9,8,10,9,9,8,10,10,8,8,9,8,9,9,9,8,9,11,7,9,9,8,9,8,11,8,9,10,9,11,9,8,9,7,8,7,9,8,8,9,10,8,9,9,10,10,9,9,9,9,9,9,9,11,9,9,9,9,8,9,9,8,11,8,8,9,9,9,7,9,9,7,9,9,10,9,7,7,9,9
1_158000001_158500000,9,9,9,11,10,9,9,9,9,7,10,5,9,8,9,9,8,10,8,8,9,8,10,9,9,8,10,10,8,8,9,8,9,9,9,8,9,11,7,9,9,8,9,8,11,8,9,10,9,11,9,8,9,7,8,7,9,8,8,9,10,8,9,9,10,10,9,9,9,9,9,9,9,11,9,9,9,9,8,9,9,8,11,8,8,9,9,9,7,9,9,7,9,9,10,9,7,7,9,9
1_160000001_160500000,9,9,9,11,10,9,9,9,9,7,10,8,9,8,9,9,8,10,8,8,9,8,10,9,9,8,10,10,8,8,9,8,9,9,9,8,9,11,7,9,9,8,9,8,11,11,9,10,9,11,9,8,9,7,8,7,9,8,8,9,10,8,9,9,10,10,9,9,9,9,9,9,9,11,9,9,9,9,8,9,9,8,11,8,8,9,9,9,7,9,9,7,9,9,10,9,7,7,9,9
1_16000001_16500000,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3
1_160500001_161000000,9,9,9,11,10,9,9,9,9,7,10,8,9,8,9,9,8,10,8,8,9,8,10,9,9,8,10,10,8,8,9,8,9,9,9,8,9,11,7,9,9,8,9,8,11,11,9,10,9,11,9,8,9,8,8,7,9,8,8,9,10,8,9,9,10,10,9,9,9,9,9,9,9,11,9,9,9,9,8,9,9,8,11,8,8,9,9,9,7,9,9,7,9,9,10,9,7,7,9,9
1_162000001_162500000,11,10,9,11,10,11,11,10,11,7,10,8,9,8,9,9,8,10,9,8,11,10,10,10,11,8,10,10,9,9,9,9,9,9,11,9,10,11,8,9,11,9,10,8,11,11,9,10,10,11,9,9,9,8,9,8,11,9,8,10,10,9,9,10,10,11,9,10,9,11,9,10,9,11,10,11,9,9,9,10,10,9,11,8,9,10,10,9,8,10,9,7,10,9,10,10,7,7,9,10
1_162500001_163000000,11,10,10,11,10,11,11,10,11,7,10,8,10,8,9,9,8,10,9,8,11,10,10,10,11,8,10,10,9,9,10,9,9,9,11,9,10,11,8,9,11,9,10,8,11,11,9,10,10,11,10,9,9,8,9,8,11,9,9,10,10,9,9,10,10,11,9,10,9,11,9,10,9,11,10,11,9,9,9,10,10,9,11,8,9,10,10,9,8,10,9,7,10,9,10,10,7,7,9,10
1_163000001_163500000,11,10,10,11,11,11,11,10,11,7,10,8,10,8,9,9,8,10,9,8,11,10,10,10,11,8,10,10,9,9,10,9,9,9,11,9,10,11,8,9,11,9,10,8,11,11,9,10,10,11,10,9,9,8,9,8,11,9,9,10,10,9,9,10,10,11,9,10,9,11,9,10,9,11,10,11,9,9,9,10,10,9,11,9,9,10,10,9,8,10,9,7,10,9,10,10,7,7,9,10
1_164000001_164500000,11,10,10,11,11,11,11,10,11,7,10,8,10,8,9,9,8,10,9,8,11,10,10,10,11,8,10,10,9,9,10,9,9,9,11,9,10,11,8,9,11,9,10,8,11,11,9,10,10,11,10,9,9,8,9,8,11,9,9,10,10,9,9,10,10,11,9,10,9,11,9,10,9,11,10,11,10,9,9,10,10,9,11,9,9,10,10,9,8,10,10,7,10,9,10,10,7,7,9,10
1_164500001_165000000,11,10,10,11,11,11,11,10,11,7,10,8,10,8,9,9,8,10,9,8,11,10,10,10,11,8,10,10,9,9,10,9,9,9,11,9,10,11,8,9,11,9,10,10,11,11,9,10,10,11,10,9,9,8,9,8,11,9,9,10,10,9,9,10,10,11,9,10,9,11,9,10,9,11,10,11,10,9,9,10,10,9,11,9,9,10,10,9,8,10,10,7,10,9,10,10,7,7,9,10
1_165000001_165500000,11,10,10,11,11,11,11,10,11,7,10,8,10,8,9,9,8,10,9,8,11,10,10,10,11,8,10,10,9,9,10,9,9,9,11,9,10,11,8,9,11,9,10,10,11,11,9,10,10,11,10,9,9,8,9,8,11,9,9,10,10,9,9,10,10,11,9,10,9,11,9,10,9,11,10,11,10,9,9,10,10,9,11,9,9,10,10,9,8,10,10,7,10,9,10,10,7,7,9,10
1_165500001_166000000,11,10,10,11,11,11,11,10,11,7,10,8,10,8,9,9,8,10,9,8,11,10,10,10,11,8,10,10,9,9,10,9,9,9,11,9,10,11,8,9,11,9,10,10,11,11,9,10,10,11,10,9,9,8,9,8,11,9,9,10,10,9,9,10,10,11,9,10,9,11,9,10,9,11,10,11,10,9,9,10,10,9,11,9,9,10,10,9,8,10,10,7,10,9,10,10,7,7,9,10
1_166500001_167000000,11,10,10,11,11,11,11,10,11,7,10,8,10,8,9,9,8,10,9,8,11,10,10,10,11,8,10,10,9,9,10,9,9,9,11,9,10,11,8,9,11,9,10,10,11,11,9,10,10,11,10,9,9,8,9,8,11,9,9,10,10,9,9,10,10,11,9,10,9,11,9,10,9,11,10,11,10,9,9,10,10,9,11,9,9,10,10,9,8,10,10,7,10,9,10,10,7,7,9,10
1_167000001_167500000,11,10,10,11,11,11,11,10,11,7,10,8,10,8,9,9,8,10,9,8,11,10,10,10,11,8,10,10,9,9,10,9,9,9,11,9,10,11,8,9,11,9,10,10,11,11,9,10,10,11,10,9,9,8,9,8,11,9,9,10,10,9,9,10,10,11,9,10,9,11,9,10,9,11,10,11,10,9,9,10,10,9,11,9,9,10,10,9,8,10,10,7,10,9,10,10,7,7,9,10
1_167500001_168000000,11,10,10,11,11,11,11,10,11,7,10,8,10,8,9,9,8,10,9,8,11,10,10,10,11,8,10,10,9,9,10,9,9,9,11,9,10,11,8,9,11,9,10,10,11,11,9,10,10,11,10,9,9,8,9,8,11,9,9,10,10,9,9,10,10,11,9,10,9,11,9,10,9,11,10,11,10,9,9,10,10,9,11,9,9,10,10,9,8,10,10,7,10,9,10,10,7,7,9,10
1_168000001_168500000,11,10,10,11,11,11,11,10,11,7,10,8,10,8,9,9,8,10,9,8,11,10,10,10,11,8,10,10,9,9,10,9,9,9,11,9,10,11,8,9,11,9,10,10,11,11,9,10,10,11,10,9,9,8,9,8,11,9,9,10,10,9,9,10,10,11,9,10,9,11,9,10,9,11,10,11,10,9,9,10,10,9,11,9,9,10,10,9,8,10,10,8,10,9,10,10,7,7,9,10
1_168500001_169000000,11,10,10,11,11,11,11,10,11,7,10,8,10,8,9,11,8,10,9,8,11,10,10,10,11,8,10,10,9,9,10,9,9,9,11,9,10,11,8,9,11,9,10,10,11,11,9,10,10,11,10,9,9,8,9,8,11,9,9,10,10,9,9,10,10,11,9,10,9,11,9,10,9,11,10,11,10,9,9,10,10,9,11,9,9,10,10,9,8,10,10,8,10,9,10,10,7,7,9,10
1_169000001_169500000,11,10,10,11,11,11,11,10,11,7,10,8,10,8,9,11,8,10,9,8,11,10,10,10,11,8,10,10,9,9,10,9,9,9,11,9,10,11,8,9,11,9,10,10,11,11,9,10,10,11,10,9,9,8,9,8,11,9,9,10,10,9,9,10,10,11,9,10,9,11,9,10,9,11,10,11,10,9,9,10,10,9,11,9,9,10,10,9,8,10,10,8,10,9,10,10,7,7,9,10
1_169500001_170000000,11,10,10,11,11,11,11,10,11,7,10,8,10,8,9,11,8,10,9,8,11,10,10,10,11,8,10,10,9,9,10,9,9,9,11,9,10,11,8,9,11,9,10,10,11,11,9,10,10,11,10,9,9,8,9,8,11,9,9,10,10,9,9,10,10,11,9,10,9,11,9,10,9,11,10,11,10,9,9,10,10,9,11,9,9,10,10,9,8,10,10,8,10,9,10,10,7,6,9,10
1_170500001_171000000,11,10,10,11,11,11,11,10,11,7,10,8,10,8,9,11,8,10,9,8,11,10,10,10,11,8,10,10,9,9,10,9,9,9,11,9,10,11,8,9,11,9,10,10,11,11,9,10,10,11,10,9,9,8,9,8,11,9,9,10,10,9,9,10,10,11,9,10,9,11,9,10,9,11,10,11,10,9,9,10,10,9,11,9,9,10,10,9,8,10,10,8,10,9,10,10,7,6,9,10
1_171000001_171500000,11,10,10,11,11,11,11,10,11,7,10,8,10,8,9,11,8,10,9,8,11,10,10,10,11,8,10,10,9,9,10,9,9,9,11,9,10,11,8,9,11,9,10,10,11,11,9,10,10,11,10,9,9,8,9,8,11,9,9,10,10,9,9,10,10,11,11,10,9,11,9,10,9,11,10,11,10,9,9,10,10,9,11,9,9,10,10,9,8,10,10,8,10,9,10,10,7,6,9,10
1_171500001_172000000,11,10,10,11,11,11,11,10,11,7,10,8,10,8,9,11,8,10,9,8,11,10,10,10,11,8,10,10,9,9,10,9,9,9,11,9,10,11,8,9,11,9,10,10,11,11,11,10,10,11,10,9,9,8,9,8,11,9,9,10,10,9,9,10,10,11,11,10,9,11,9,10,9,11,10,11,10,9,9,10,10,9,11,9,9,10,10,9,8,10,10,8,10,9,10,10,7,6,9,10
1_172000001_172500000,11,8,10,11,11,11,11,10,11,7,10,8,10,8,9,11,8,10,9,8,11,10,10,10,11,8,10,10,9,9,10,9,9,9,11,9,10,11,8,9,11,9,10,10,11,11,11,10,10,11,10,9,9,8,9,8,11,9,9,10,10,9,9,10,10,11,11,10,9,11,9,10,9,11,10,11,10,9,9,10,10,9,11,9,9,10,10,9,8,10,10,8,10,9,10,10,7,6,9,10
1_173000001_173500000,11,8,10,11,11,11,11,10,11,7,10,8,10,8,9,11,8,10,9,8,11,10,10,10,11,8,10,10,9,9,10,9,9,9,11,9,10,11,8,9,11,9,10,10,11,11,11,10,10,11,10,9,9,8,9,8,11,9,9,10,10,9,9,10,10,11,11,10,9,11,9,10,9,11,10,11,10,9,9,10,10,9,11,9,9,10,10,9,8,10,10,8,10,9,10,10,7,6,9,10
1_173500001_174000000,11,8,10,11,11,11,11,10,11,7,10,8,10,8,9,11,8,10,9,8,11,10,10,10,11,8,10,10,9,9,10,9,9,9,11,9,10,11,8,9,11,9,10,10,11,11,11,10,10,11,10,9,9,8,9,8,11,9,9,10,10,9,9,10,10,11,11,10,9,11,9,10,9,11,10,11,10,9,9,10,10,9,11,9,9,10,10,9,8,10,10,8,10,9,10,10,7,6,9,10
1_175000001_175500000,4,3,4,11,4,3,4,4,6,2,4,3,4,3,3,4,3,4,4,3,4,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,5,3,4,4,3,4,4,5,4,4,4,3,4,4,4,4,3,4,3,4,3,3,4,4,4,4,4,4,5,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,0,3,4
1_17500001_18000000,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3
1_175500001_176000000,4,3,4,11,4,3,4,4,6,2,4,3,4,3,3,4,3,4,4,3,4,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,5,3,4,4,3,4,4,5,4,4,4,3,4,4,4,4,3,4,3,4,3,3,4,4,4,4,4,4,5,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,0,3,4
1_176500001_177000000,4,3,4,11,4,4,4,4,6,2,4,3,4,3,3,4,3,4,4,3,4,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,5,3,4,4,3,4,4,5,4,4,4,3,4,4,4,4,3,4,3,4,3,3,4,4,4,4,4,4,5,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,0,3,4
1_177000001_177500000,4,3,4,11,4,4,4,4,6,2,4,3,4,3,3,4,3,4,4,3,4,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,5,3,4,4,3,4,4,5,4,4,4,3,4,4,4,4,3,4,3,4,3,3,4,4,4,4,4,4,5,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,0,3,4
1_178000001_178500000,4,3,4,11,4,4,4,4,6,2,4,3,4,3,3,4,3,4,4,3,4,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,5,3,4,4,3,4,4,5,4,4,4,3,4,4,4,4,3,4,3,4,3,3,4,4,4,4,4,4,5,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,0,3,4
1_179000001_179500000,4,3,4,11,4,4,4,4,6,2,4,3,4,3,4,4,3,4,4,4,4,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,5,3,4,4,3,4,4,5,4,4,4,3,4,4,4,4,3,4,3,4,3,3,4,4,4,4,4,4,5,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,0,3,4
1_179500001_180000000,4,3,4,11,4,4,4,4,6,2,4,4,4,3,4,4,3,4,4,4,4,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,5,3,4,4,3,4,4,5,4,4,4,3,4,4,4,4,3,4,3,4,3,3,4,4,4,4,4,4,5,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,0,3,4
1_180000001_180500000,4,3,4,11,4,4,4,4,6,2,4,4,4,3,4,4,3,4,4,4,4,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,5,3,4,4,3,4,4,5,4,4,4,3,4,4,4,4,3,4,3,4,3,3,4,4,4,4,4,4,5,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,0,3,4
1_18000001_18500000,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3
1_181000001_181500000,4,3,4,11,4,4,4,4,6,2,4,4,4,3,4,4,3,4,4,4,4,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,5,3,4,4,3,4,4,5,4,4,4,3,4,4,4,4,3,4,3,4,3,3,4,4,4,4,4,4,5,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,0,3,4
1_181500001_182000000,4,3,4,11,4,4,4,4,6,2,4,4,4,3,4,4,3,4,4,4,4,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,5,3,4,4,3,4,4,5,4,4,4,3,4,4,4,4,3,4,3,4,3,3,4,4,4,4,4,4,5,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,0,3,4
1_182000001_182500000,4,3,4,11,4,4,4,4,6,2,4,4,4,3,4,4,3,4,4,4,4,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,5,3,4,4,3,4,4,5,4,4,4,3,4,4,4,4,3,4,3,4,3,3,4,4,4,4,4,4,5,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,0,3,4
1_182500001_183000000,4,3,4,11,4,4,4,4,6,2,4,4,4,3,4,4,3,4,4,4,4,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,5,3,4,4,3,4,4,5,4,4,4,3,4,4,4,4,3,4,3,4,3,3,4,4,4,4,4,4,5,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,0,3,4
1_183000001_183500000,4,3,4,11,4,4,4,4,6,2,4,4,4,3,4,4,3,4,4,4,4,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,5,3,4,4,3,4,4,5,4,4,4,3,4,4,4,4,3,4,3,4,3,3,4,4,4,4,4,4,5,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,0,3,4
1_183500001_184000000,4,3,4,11,4,4,4,4,6,2,4,4,4,3,4,4,3,4,4,4,4,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,5,3,4,4,3,4,4,5,4,4,4,3,4,4,4,4,3,4,3,4,3,3,4,4,4,4,4,4,5,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,0,3,4
1_184000001_184500000,4,3,4,11,4,4,4,4,6,2,4,4,4,3,4,4,3,4,4,4,4,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,5,3,4,4,3,4,4,5,4,4,4,3,4,4,4,4,3,4,3,4,3,3,4,4,4,4,4,4,5,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,0,3,4
1_185000001_185500000,4,3,4,11,4,4,4,4,6,2,4,4,4,3,4,4,3,4,4,4,4,3,4,4,5,3,4,4,3,4,4,4,4,4,4,4,4,5,3,4,4,3,4,4,5,4,4,4,3,4,4,4,4,3,4,3,4,3,3,4,4,4,4,4,4,5,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,0,3,4
1_18500001_19000000,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3
1_186000001_186500000,4,3,4,11,4,4,4,4,6,2,4,4,4,3,4,4,3,4,4,4,4,3,4,4,5,3,4,4,3,4,4,4,4,4,4,4,4,5,3,4,4,3,4,4,5,4,4,4,3,4,4,4,4,3,4,3,4,3,3,4,4,4,4,4,4,5,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,0,3,4
1_186500001_187000000,4,3,4,11,4,4,4,4,6,2,4,4,4,3,4,3,3,4,4,4,4,3,4,4,5,3,4,4,3,4,4,4,4,4,4,4,4,5,3,4,4,3,4,4,5,4,4,4,3,4,4,4,4,3,4,3,4,3,3,4,4,4,4,4,4,5,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,0,3,4
1_188000001_188500000,4,3,4,11,4,5,4,4,5,2,4,4,4,3,4,3,3,4,4,5,4,3,4,4,5,3,4,5,3,4,4,4,4,4,4,4,4,5,3,4,4,3,4,4,5,4,4,4,3,4,4,4,4,3,4,3,4,3,3,4,4,4,4,4,4,5,4,4,3,4,3,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,0,3,4
1_188500001_189000000,4,3,4,11,4,5,4,4,5,2,4,4,4,3,4,3,3,4,4,5,4,3,4,4,5,3,4,5,3,4,4,4,4,4,4,4,4,5,3,4,4,3,4,4,5,4,4,4,3,4,4,4,4,5,4,3,4,3,3,4,4,4,4,4,4,5,5,4,3,4,3,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,0,3,4
1_189000001_189500000,4,3,4,11,4,5,4,4,5,2,4,4,4,3,4,3,3,4,4,5,4,3,4,4,5,3,4,5,3,4,4,4,4,4,4,4,4,5,3,4,4,3,4,4,5,4,4,4,3,4,4,4,4,5,4,3,4,3,3,4,4,4,4,4,4,5,5,4,3,4,3,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,0,3,4
